銘柄コード,銘柄名,市場区分,業種,年間配当金,年間配当回数,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,2026/08/15 06:30:31
7599,ＩＤＯＭ,プライム（内国株式）,卸売業,35.6,2,0,0,0,0,17.8,0,0,0,0,0,17.8,0,1290
7600,日本エム・ディ・エム,プライム（内国株式）,精密機器,17,1,0,0,0,0,0,17,0,0,0,0,0,0,897
7601,ポプラ,スタンダード（内国株式）,小売業,5,2,0,0,0,0,2.5,0,0,0,0,0,2.5,0,167
7602,レダックス,スタンダード（内国株式）,卸売業,1,1,0,0,0,0,0,1,0,0,0,0,0,0,169
7603,ジーイエット,スタンダード（内国株式）,小売業,10,1,0,0,0,0,10,0,0,0,0,0,0,0,48
7604,梅の花グループ,スタンダード（内国株式）,小売業,10,2,5,0,0,0,0,0,5,0,0,0,0,0,897
7606,ユナイテッドアローズ,プライム（内国株式）,小売業,89,2,0,0,0,0,0,44.5,0,0,0,0,0,44.5,2553
7607,進和,プライム（内国株式）,卸売業,124,2,0,0,0,0,62,0,0,0,0,0,62,0,3125
7608,エスケイジャパン,スタンダード（内国株式）,卸売業,47,2,0,0,0,0,23.5,0,0,0,0,0,23.5,0,823
7609,ダイトロン,プライム（内国株式）,卸売業,190,2,0,0,95,0,0,0,0,0,95,0,0,0,4585
7610,テイツー,スタンダード（内国株式）,小売業,5,1,0,0,0,0,5,0,0,0,0,0,0,0,142
7611,ハイデイ日高,プライム（内国株式）,小売業,52,2,0,0,0,0,26,0,0,0,0,0,26,0,2885
7613,シークス,プライム（内国株式）,卸売業,49,2,0,0,24.5,0,0,0,0,0,24.5,0,0,0,1654
7614,オーエムツーネットワーク,スタンダード（内国株式）,小売業,36,1,0,0,0,36,0,0,0,0,0,0,0,0,1521
7615,京都きもの友禅ホールディングス,スタンダード（内国株式）,小売業,1.5,1,0,0,0,0,0,1.5,0,0,0,0,0,0,93
7616,コロワイド,プライム（内国株式）,小売業,5,1,0,0,0,0,0,5,0,0,0,0,0,0,2089
7619,田中商事,スタンダード（内国株式）,卸売業,31,2,0,0,0,0,0,15.5,0,0,0,0,0,15.5,968
7621,うかい,スタンダード（内国株式）,小売業,15,1,0,0,0,0,0,15,0,0,0,0,0,0,3395
7624,ＮａＩＴＯ,スタンダード（内国株式）,卸売業,4,1,0,0,0,0,4,0,0,0,0,0,0,0,145
7625,グローバルダイニング,スタンダード（内国株式）,小売業,5,1,0,0,5,0,0,0,0,0,0,0,0,0,481
7628,オーハシテクニカ,プライム（内国株式）,卸売業,37,2,0,0,0,0,0,18.5,0,0,0,0,0,18.5,1200
7630,壱番屋,プライム（内国株式）,小売業,16,2,0,0,0,0,8,0,0,0,0,0,8,0,934
7634,星医療酸器,スタンダード（内国株式）,卸売業,90,2,0,0,0,0,0,45,0,0,0,0,0,45,5110
7636,ハンズマン,スタンダード（内国株式）,小売業,30,1,0,0,0,0,0,0,0,0,30,0,0,0,797
7637,白銅,プライム（内国株式）,卸売業,86,2,0,0,0,0,0,43,0,0,0,0,0,43,3810
7638,ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,スタンダード（内国株式）,小売業,80,2,0,0,0,0,0,40,0,0,0,0,0,40,1402
7640,トップカルチャー,スタンダード（内国株式）,小売業,6,2,3,0,0,0,0,0,3,0,0,0,0,0,181
7643,ダイイチ,スタンダード（内国株式）,小売業,36,2,0,0,0,0,0,18,0,0,0,0,0,18,1740
7646,ＰＬＡＮＴ,スタンダード（内国株式）,小売業,75,2,0,0,0,0,0,37.5,0,0,0,0,0,37.5,1823
7649,スギホールディングス,プライム（内国株式）,小売業,35,2,0,0,0,0,17.5,0,0,0,0,0,17.5,0,2825
7670,オーウエル,スタンダード（内国株式）,卸売業,45,2,0,0,0,0,0,22.5,0,0,0,0,0,22.5,1171
7673,ダイコー通産,スタンダード（内国株式）,卸売業,60,1,0,0,0,0,0,0,0,60,0,0,0,0,1650
7674,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,グロース（内国株式）,小売業,10,1,0,0,0,10,0,0,0,0,0,0,0,0,2597
7677,ヤシマキザイ,スタンダード（内国株式）,卸売業,25,1,0,0,0,0,0,25,0,0,0,0,0,0,2783
7678,あさくま,スタンダード（内国株式）,小売業,7.5,2,0,0,0,3.75,0,0,0,0,0,3.75,0,0,3085
7679,薬王堂ホールディングス,プライム（内国株式）,小売業,29,1,0,0,0,0,29,0,0,0,0,0,0,0,1740
7681,レオクラン,スタンダード（内国株式）,卸売業,17,1,0,0,0,0,0,0,0,0,0,0,0,17,966
7682,浜木綿,スタンダード（内国株式）,小売業,15,1,0,0,0,0,0,0,0,0,0,15,0,0,3905
7683,ダブルエー,プライム（内国株式）,小売業,17,2,0,0,0,8.5,0,0,0,0,0,8.5,0,0,1389
7685,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,卸売業,12.5,1,0,0,12.5,0,0,0,0,0,0,0,0,0,3305
7686,ひとまいる,スタンダード（内国株式）,小売業,20,2,0,0,0,0,0,10,0,0,0,0,0,10,430
7687,ミクリード,グロース（内国株式）,卸売業,8.5,2,0,0,0,0,0,4.25,0,0,0,0,0,4.25,425
7689,コパ・コーポレーション,グロース（内国株式）,卸売業,,,0,0,0,0,0,0,0,0,0,0,0,0,301
7692,アースインフィニティ,スタンダード（内国株式）,電気・ガス業,2.1,1,0,0,0,0,0,0,0,0,0,2.1,0,0,79
7694,いつも,グロース（内国株式）,小売業,,,0,0,0,0,0,0,0,0,0,0,0,0,528
7695,交換できるくん,グロース（内国株式）,小売業,,,0,0,0,0,0,0,0,0,0,0,0,0,743
7698,アイスコ,スタンダード（内国株式）,卸売業,20,2,0,0,0,0,0,10,0,0,0,0,0,10,2643
7701,島津製作所,プライム（内国株式）,精密機器,69,2,0,0,0,0,0,34.5,0,0,0,0,0,34.5,4266
7702,ＪＭＳ,スタンダード（内国株式）,精密機器,17,2,0,0,0,0,0,8.5,0,0,0,0,0,8.5,458
7707,プレシジョン・システム・サイエンス,グロース（内国株式）,精密機器,5,1,0,0,0,0,0,0,0,0,5,0,0,0,222
7709,クボテック,スタンダード（内国株式）,精密機器,,,0,0,0,0,0,0,0,0,0,0,0,0,41
7711,助川電気工業,スタンダード（内国株式）,精密機器,40,2,0,0,0,0,0,20,0,0,0,0,0,20,4780
7713,シグマ光機,スタンダード（内国株式）,精密機器,42,2,0,21,0,0,0,0,0,21,0,0,0,0,2333
7715,長野計器,プライム（内国株式）,精密機器,52,2,0,0,0,0,0,26,0,0,0,0,0,26,4115
7716,ナカニシ,スタンダード（内国株式）,精密機器,54,2,0,0,27,0,0,0,0,0,27,0,0,0,3345
7717,ブイ・テクノロジー,プライム（内国株式）,精密機器,80,2,0,0,0,0,0,40,0,0,0,0,0,40,5810
7719,東京衡機,スタンダード（内国株式）,精密機器,,,0,0,0,0,0,0,0,0,0,0,0,0,444
7721,東京計器,プライム（内国株式）,精密機器,40,1,0,0,0,0,0,40,0,0,0,0,0,0,7450
7722,国際計測器,スタンダード（内国株式）,精密機器,35,2,0,0,0,0,0,17.5,0,0,0,0,0,17.5,770
7723,愛知時計電機,プライム（内国株式）,精密機器,113,2,0,0,0,0,0,56.5,0,0,0,0,0,56.5,2831
7725,インターアクション,プライム（内国株式）,精密機器,43,2,0,21.5,0,0,0,0,0,21.5,0,0,0,0,1941
7726,黒田精工,スタンダード（内国株式）,機械,20,2,0,0,0,0,0,10,0,0,0,0,0,10,1309
7727,オーバル,スタンダード（内国株式）,精密機器,20,2,0,0,0,0,0,10,0,0,0,0,0,10,821
7729,東京精密,プライム（内国株式）,精密機器,262,2,0,0,0,0,0,131,0,0,0,0,0,131,18690
7730,マニー,プライム（内国株式）,精密機器,39,2,0,0,0,0,19.5,0,0,0,0,0,19.5,0,1604
7731,ニコン,プライム（内国株式）,精密機器,40,2,0,0,0,0,0,20,0,0,0,0,0,20,2034
7733,オリンパス,プライム（内国株式）,精密機器,30,1,0,0,0,0,0,30,0,0,0,0,0,0,2067.5
7734,理研計器,プライム（内国株式）,精密機器,55,2,0,0,0,0,0,27.5,0,0,0,0,0,27.5,3375
7735,ＳＣＲＥＥＮホールディングス,プライム（内国株式）,電気機器,293,2,0,0,0,0,0,146.5,0,0,0,0,0,146.5,14135
7740,タムロン,プライム（内国株式）,精密機器,16.56,2,0,0,8.28,0,0,0,0,0,8.28,0,0,0,1426
7741,ＨＯＹＡ,プライム（内国株式）,精密機器,295,2,0,0,0,0,0,147.5,0,0,0,0,0,147.5,26560
7743,シード,スタンダード（内国株式）,精密機器,15,1,0,0,0,0,0,15,0,0,0,0,0,0,540
7744,ノーリツ鋼機,プライム（内国株式）,精密機器,73.67,2,0,0,36.835,0,0,0,0,0,36.835,0,0,0,2126
7745,Ａ＆Ｄホロンホールディングス,プライム（内国株式）,精密機器,55,2,0,0,0,0,0,27.5,0,0,0,0,0,27.5,2916
7746,岡本硝子,スタンダード（内国株式）,精密機器,,,0,0,0,0,0,0,0,0,0,0,0,0,725
7747,朝日インテック,プライム（内国株式）,精密機器,24.23,1,0,0,0,0,0,0,0,0,24.23,0,0,0,3912
7749,メディキット,スタンダード（内国株式）,精密機器,100,2,0,0,0,0,0,50,0,0,0,0,0,50,2831
7751,キヤノン,プライム（内国株式）,電気機器,160,2,0,0,80,0,0,0,0,0,80,0,0,0,4575
7752,リコー,プライム（内国株式）,電気機器,40,2,0,0,0,0,0,20,0,0,0,0,0,20,1651
7760,ＩＭＶ,スタンダード（内国株式）,精密機器,30,1,0,0,0,0,0,0,0,0,0,0,0,30,2069
7762,シチズン時計,プライム（内国株式）,精密機器,47,2,0,0,0,0,0,23.5,0,0,0,0,0,23.5,2671
7769,リズム,プライム（内国株式）,精密機器,167.6,1,0,0,0,0,0,167.6,0,0,0,0,0,0,4015
7771,日本精密,スタンダード（内国株式）,精密機器,,,0,0,0,0,0,0,0,0,0,0,0,0,306
7774,ジャパン・ティッシュエンジニアリング,グロース（内国株式）,精密機器,,,0,0,0,0,0,0,0,0,0,0,0,0,828
7775,大研医器,スタンダード（内国株式）,精密機器,20,2,0,0,0,0,0,10,0,0,0,0,0,10,426
7776,セルシード,グロース（内国株式）,精密機器,,,0,0,0,0,0,0,0,0,0,0,0,0,230
7777,スリー・ディー・マトリックス,グロース（内国株式）,精密機器,,,0,0,0,0,0,0,0,0,0,0,0,0,364
7779,ＣＹＢＥＲＤＹＮＥ,グロース（内国株式）,精密機器,,,0,0,0,0,0,0,0,0,0,0,0,0,242
7780,メニコン,プライム（内国株式）,精密機器,28,1,0,0,0,0,0,28,0,0,0,0,0,0,1974
7781,平山ホールディングス,スタンダード（内国株式）,精密機器,50,2,0,0,25,0,0,0,0,0,25,0,0,0,834
7782,シンシア,スタンダード（内国株式）,精密機器,17,1,0,0,17,0,0,0,0,0,0,0,0,0,471
7791,ドリームベッド,スタンダード（内国株式）,その他製品,36,2,0,0,0,0,0,18,0,0,0,0,0,18,809
7792,コラントッテ,グロース（内国株式）,その他製品,42,1,0,0,0,0,0,0,0,0,0,0,0,42,1483
7793,イメージ・マジック,グロース（内国株式）,その他製品,32,1,0,0,32,0,0,0,0,0,0,0,0,0,1405
7794,イーディーピー,グロース（内国株式）,その他製品,,,0,0,0,0,0,0,0,0,0,0,0,0,917
7795,ＫＹＯＲＩＴＳＵ,スタンダード（内国株式）,その他製品,8,2,0,0,0,0,0,4,0,0,0,0,0,4,216
7800,アミファ,スタンダード（内国株式）,その他製品,26,1,0,0,0,0,0,0,0,0,0,0,0,26,1024
7803,ブシロード,グロース（内国株式）,その他製品,4.5,1,0,0,0,0,0,0,0,0,4.5,0,0,0,387
7804,ビーアンドピー,スタンダード（内国株式）,その他製品,80,1,80,0,0,0,0,0,0,0,0,0,0,0,2301
7805,プリントネット,スタンダード（内国株式）,その他製品,13,1,0,0,0,0,0,0,0,0,0,0,13,0,744
7806,ＭＴＧ,グロース（内国株式）,その他製品,25,1,0,0,0,0,0,0,0,0,0,0,0,25,8090
7807,幸和製作所,スタンダード（内国株式）,その他製品,13,1,0,0,0,0,13,0,0,0,0,0,0,0,882
7808,シー・エス・ランバー,スタンダード（内国株式）,その他製品,80,1,0,0,0,0,0,0,0,80,0,0,0,0,2695
7809,壽屋,スタンダード（内国株式）,その他製品,40,1,0,0,0,0,0,0,0,0,40,0,0,0,1329
7810,クロスフォー,スタンダード（内国株式）,その他製品,0.35,1,0,0,0,0,0,0,0,0,0,0.35,0,0,146
7811,中本パックス,スタンダード（内国株式）,その他製品,71,2,0,0,0,0,35.5,0,0,0,0,0,35.5,0,1932
7812,クレステック,スタンダード（内国株式）,その他製品,76,2,0,0,38,0,0,0,0,0,38,0,0,0,2149
7813,プラッツ,スタンダード（内国株式）,その他製品,18,1,0,0,0,0,0,0,0,0,18,0,0,0,810
7814,日本創発グループ,スタンダード（内国株式）,その他製品,60,2,0,0,30,0,0,0,0,0,30,0,0,0,646
7815,東京ボード工業,スタンダード（内国株式）,その他製品,10,1,0,0,0,0,10,0,0,0,0,0,0,0,307
7818,トランザクション,プライム（内国株式）,その他製品,57,1,0,0,0,0,0,0,0,0,0,0,57,0,1178
7819,粧美堂,スタンダード（内国株式）,その他製品,28,2,0,0,0,0,0,14,0,0,0,0,0,14,958
7820,ニホンフラッシュ,プライム（内国株式）,その他製品,36,2,0,0,0,0,0,18,0,0,0,0,0,18,709
7821,前田工繊,プライム（内国株式）,その他製品,20,2,0,0,10,0,0,0,0,0,10,0,0,0,2002
7822,永大産業,スタンダード（内国株式）,その他製品,10,2,0,0,0,0,0,5,0,0,0,0,0,5,257
7823,アートネイチャー,スタンダード（内国株式）,その他製品,30,2,0,0,0,0,0,15,0,0,0,0,0,15,844
7826,フルヤ金属,プライム（内国株式）,その他製品,96,1,0,0,0,0,0,0,0,0,96,0,0,0,8590
7827,オービス,スタンダード（内国株式）,その他製品,60,1,60,0,0,0,0,0,0,0,0,0,0,0,1641
7831,ウイルコホールディングス,スタンダード（内国株式）,その他製品,2,1,2,0,0,0,0,0,0,0,0,0,0,0,66
7832,バンダイナムコホールディングス,プライム（内国株式）,その他製品,73,2,0,0,0,0,0,36.5,0,0,0,0,0,36.5,5252
7833,アイフィスジャパン,スタンダード（内国株式）,その他製品,35,2,0,0,17.5,0,0,0,0,0,17.5,0,0,0,639
7836,アビックス,スタンダード（内国株式）,その他製品,,,0,0,0,0,0,0,0,0,0,0,0,0,81
7837,アールシーコア,スタンダード（内国株式）,その他製品,15,2,0,0,0,0,0,7.5,0,0,0,0,0,7.5,350
7839,ＳＨＯＥＩ,プライム（内国株式）,その他製品,60,1,0,0,0,0,0,0,0,0,0,0,0,60,2028
7840,フランスベッドホールディングス,プライム（内国株式）,その他製品,41,2,0,0,0,0,0,20.5,0,0,0,0,0,20.5,1277
7841,遠藤製作所,スタンダード（内国株式）,その他製品,40,1,0,0,40,0,0,0,0,0,0,0,0,0,1110
7844,マーベラス,プライム（内国株式）,情報・通信業,12,1,0,0,0,0,0,12,0,0,0,0,0,0,482
7846,パイロットコーポレーション,プライム（内国株式）,その他製品,120,2,0,0,60,0,0,0,0,0,60,0,0,0,1969.5
7847,グラファイトデザイン,スタンダード（内国株式）,その他製品,30,2,0,0,0,0,15,0,0,0,0,0,15,0,664
7849,スターツ出版,スタンダード（内国株式）,情報・通信業,120,2,0,0,60,0,0,0,0,0,60,0,0,0,2970
7850,総合商研,スタンダード（内国株式）,その他製品,30,2,0,0,0,15,0,0,0,0,0,15,0,0,815
7851,カワセコンピュータサプライ,スタンダード（内国株式）,その他製品,3,1,0,0,0,0,0,3,0,0,0,0,0,0,182
7856,萩原工業,プライム（内国株式）,その他製品,65,2,32.5,0,0,0,0,0,32.5,0,0,0,0,0,1830
7857,セキ,スタンダード（内国株式）,その他製品,26,2,0,0,0,0,0,13,0,0,0,0,0,13,1298
7859,アルメディオ,スタンダード（内国株式）,その他製品,4.5,1,0,0,0,0,0,4.5,0,0,0,0,0,0,239
7860,エイベックス,プライム（内国株式）,情報・通信業,50,2,0,0,0,0,0,25,0,0,0,0,0,25,1225
7863,平賀,スタンダード（内国株式）,その他製品,40,1,0,0,0,0,0,40,0,0,0,0,0,0,940
7864,フジシールインターナショナル,プライム（内国株式）,その他製品,81,2,0,0,0,0,0,40.5,0,0,0,0,0,40.5,3255
7865,ピープル,スタンダード（内国株式）,その他製品,48,1,0,0,0,48,0,0,0,0,0,0,0,0,335
7867,タカラトミー,プライム（内国株式）,その他製品,64,2,0,0,0,0,0,32,0,0,0,0,0,32,3609
7868,広済堂ホールディングス,プライム（内国株式）,その他製品,13.34,2,0,0,0,0,0,6.67,0,0,0,0,0,6.67,537
7871,フクビ化学工業,スタンダード（内国株式）,化学,29,2,0,0,0,0,0,14.5,0,0,0,0,0,14.5,1005
7872,エステールホールディングス,スタンダード（内国株式）,その他製品,27,1,0,0,0,0,0,27,0,0,0,0,0,0,607
7874,レック,プライム（内国株式）,化学,27,2,0,0,0,0,0,13.5,0,0,0,0,0,13.5,956
7875,竹田ｉＰホールディングス,スタンダード（内国株式）,その他製品,47,2,0,0,0,0,0,23.5,0,0,0,0,0,23.5,840
7877,永大化工,スタンダード（内国株式）,化学,70,1,0,0,0,0,0,70,0,0,0,0,0,0,2149
7878,光・彩,スタンダード（内国株式）,その他製品,30,1,0,0,0,30,0,0,0,0,0,0,0,0,1300
7879,ノダ,スタンダード（内国株式）,その他製品,33,2,0,16.5,0,0,0,0,0,16.5,0,0,0,0,646
7883,サンメッセ,スタンダード（内国株式）,その他製品,9,2,0,0,0,0,0,4.5,0,0,0,0,0,4.5,400
7885,タカノ,スタンダード（内国株式）,その他製品,20,1,0,0,0,0,0,20,0,0,0,0,0,0,1126
7886,ヤマト　モビリティ　＆　Ｍｆｇ．,スタンダード（内国株式）,化学,10,2,0,0,0,0,0,5,0,0,0,0,0,5,703
7887,南海プライウッド,スタンダード（内国株式）,その他製品,200,1,0,0,0,0,0,200,0,0,0,0,0,0,1556
7888,三光合成,プライム（内国株式）,化学,24,2,0,12,0,0,0,0,0,12,0,0,0,0,927
7893,プロネクサス,プライム（内国株式）,その他製品,42,2,0,0,0,0,0,21,0,0,0,0,0,21,1131
7896,セブン工業,スタンダード（内国株式）,その他製品,20,2,0,0,0,0,0,10,0,0,0,0,0,10,508
7897,ホクシン,スタンダード（内国株式）,その他製品,2,1,0,0,0,0,0,2,0,0,0,0,0,0,104
7898,ウッドワン,スタンダード（内国株式）,その他製品,24,2,0,0,0,0,0,12,0,0,0,0,0,12,903
7901,マツモト,スタンダード（内国株式）,その他製品,33.33,1,0,0,0,0,0,0,33.33,0,0,0,0,0,817
7902,ソノコム,スタンダード（内国株式）,その他製品,13,1,0,0,0,0,0,13,0,0,0,0,0,0,1085
7906,ヨネックス,スタンダード（内国株式）,その他製品,25,2,0,0,0,0,0,12.5,0,0,0,0,0,12.5,2824
7908,きもと,スタンダード（内国株式）,化学,7,2,0,0,0,0,0,3.5,0,0,0,0,0,3.5,241
7911,ＴＯＰＰＡＮホールディングス,プライム（内国株式）,その他製品,58,2,0,0,0,0,0,29,0,0,0,0,0,29,5448
7912,大日本印刷,プライム（内国株式）,その他製品,40,2,0,0,0,0,0,20,0,0,0,0,0,20,3302
7914,共同印刷,プライム（内国株式）,その他製品,78,2,0,0,0,0,0,39,0,0,0,0,0,39,1737
7915,ＮＩＳＳＨＡ,プライム（内国株式）,その他製品,50,2,0,0,25,0,0,0,0,0,25,0,0,0,1302
7916,光村印刷,スタンダード（内国株式）,その他製品,50,1,0,0,0,0,0,50,0,0,0,0,0,0,1946
7917,ＺＡＣＲＯＳ,プライム（内国株式）,化学,36,2,0,0,0,0,0,18,0,0,0,0,0,18,1280
7918,ヴィア・ホールディングス,スタンダード（内国株式）,小売業,7.5,1,0,0,0,0,0,7.5,0,0,0,0,0,0,107
7919,野崎印刷紙業,スタンダード（内国株式）,その他製品,7.5,2,0,0,0,0,0,3.75,0,0,0,0,0,3.75,214
7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,プライム（内国株式）,その他製品,120,2,0,60,0,0,0,0,0,60,0,0,0,0,4195
7927,ムトー精工,スタンダード（内国株式）,化学,115,2,0,0,0,0,0,57.5,0,0,0,0,0,57.5,2211
7928,旭化学工業,スタンダード（内国株式）,化学,10,2,0,0,0,0,5,0,0,0,0,0,5,0,646
7931,未来工業,プライム（内国株式）,化学,145,2,0,0,0,0,0,72.5,0,0,0,0,0,72.5,3550
7932,ニッピ,スタンダード（内国株式）,その他製品,696,1,0,0,0,0,0,696,0,0,0,0,0,0,11570
7936,アシックス,プライム（内国株式）,その他製品,28,2,0,0,14,0,0,0,0,0,14,0,0,0,4766
7937,ツツミ,スタンダード（内国株式）,その他製品,115,2,0,0,0,0,0,57.5,0,0,0,0,0,57.5,2574
7938,リーガルコーポレーション,スタンダード（内国株式）,その他製品,75,1,0,0,0,0,0,75,0,0,0,0,0,0,2195
7939,研創,スタンダード（内国株式）,その他製品,22,1,0,0,0,0,0,22,0,0,0,0,0,0,609
7942,ＪＳＰ,プライム（内国株式）,化学,90,2,0,0,0,0,0,45,0,0,0,0,0,45,3105
7943,ニチハ,プライム（内国株式）,ガラス・土石製品,114,2,0,0,0,0,0,57,0,0,0,0,0,57,3125
7944,ローランド,プライム（内国株式）,その他製品,170,2,0,0,85,0,0,0,0,0,85,0,0,0,4300
7946,光陽社,スタンダード（内国株式）,その他製品,10,1,0,0,0,0,0,10,0,0,0,0,0,0,325
7947,エフピコ,プライム（内国株式）,化学,73,2,0,0,0,0,0,36.5,0,0,0,0,0,36.5,2688
7949,小松ウオール工業,プライム（内国株式）,その他製品,130,2,0,0,0,0,0,65,0,0,0,0,0,65,2747
7951,ヤマハ,プライム（内国株式）,その他製品,26,2,0,0,0,0,0,13,0,0,0,0,0,13,1377
7952,河合楽器製作所,プライム（内国株式）,その他製品,95,1,0,0,0,0,0,95,0,0,0,0,0,0,3635
7953,菊水化学工業,スタンダード（内国株式）,その他製品,17,2,0,0,0,0,0,8.5,0,0,0,0,0,8.5,398
7955,クリナップ,プライム（内国株式）,その他製品,33,2,0,0,0,0,0,16.5,0,0,0,0,0,16.5,941
7956,ピジョン,プライム（内国株式）,その他製品,76,2,0,0,38,0,0,0,0,0,38,0,0,0,2103.5
7957,フジコピアン,スタンダード（内国株式）,その他製品,40,1,0,0,40,0,0,0,0,0,0,0,0,0,2550
7962,キングジム,プライム（内国株式）,その他製品,14,2,0,0,7,0,0,0,0,0,7,0,0,0,814
7963,興研,スタンダード（内国株式）,その他製品,50,1,0,0,50,0,0,0,0,0,0,0,0,0,1806
7965,象印マホービン,プライム（内国株式）,電気機器,82,2,0,41,0,0,0,0,0,41,0,0,0,0,1461
7966,リンテック,プライム（内国株式）,その他製品,110,2,0,0,0,0,0,55,0,0,0,0,0,55,6130
7970,信越ポリマー,プライム（内国株式）,化学,62,2,0,0,0,0,0,31,0,0,0,0,0,31,2310
7971,東リ,スタンダード（内国株式）,化学,34,2,0,0,0,0,0,17,0,0,0,0,0,17,680
7972,イトーキ,プライム（内国株式）,その他製品,75,1,0,0,75,0,0,0,0,0,0,0,0,0,2662
7974,任天堂,プライム（内国株式）,その他製品,219,2,0,0,0,0,0,109.5,0,0,0,0,0,109.5,8325
7975,リヒトラブ,スタンダード（内国株式）,その他製品,25,1,0,0,0,0,25,0,0,0,0,0,0,0,1115
7976,三菱鉛筆,プライム（内国株式）,その他製品,52,2,0,0,26,0,0,0,0,0,26,0,0,0,2917
7979,松風,プライム（内国株式）,精密機器,60,2,0,0,0,0,0,30,0,0,0,0,0,30,2410
7980,重松製作所,スタンダード（内国株式）,その他製品,15,1,0,0,0,0,0,15,0,0,0,0,0,0,878
7981,タカラスタンダード,プライム（内国株式）,その他製品,116,2,0,0,0,0,0,58,0,0,0,0,0,58,3045
7983,ミロク,スタンダード（内国株式）,その他製品,10,2,5,0,0,0,0,0,5,0,0,0,0,0,1068
7984,コクヨ,プライム（内国株式）,その他製品,24.5,2,0,0,12.25,0,0,0,0,0,12.25,0,0,0,872.799988
7985,ネポン,スタンダード（内国株式）,金属製品,12,1,0,0,0,0,0,12,0,0,0,0,0,0,804
7986,日本アイ・エス・ケイ,スタンダード（内国株式）,その他製品,30,1,0,0,30,0,0,0,0,0,0,0,0,0,1891
7987,ナカバヤシ,スタンダード（内国株式）,その他製品,22,2,0,0,0,0,0,11,0,0,0,0,0,11,560
7988,ニフコ,プライム（内国株式）,化学,110,2,0,0,0,0,0,55,0,0,0,0,0,55,5038
7989,立川ブラインド工業,プライム（内国株式）,金属製品,70,2,0,0,35,0,0,0,0,0,35,0,0,0,2639
7990,グローブライド,プライム（内国株式）,その他製品,90,2,0,0,0,0,0,45,0,0,0,0,0,45,2430
7991,マミヤ・オーピー,スタンダード（内国株式）,機械,50,1,0,0,0,0,0,50,0,0,0,0,0,0,1068
7992,セーラー万年筆,スタンダード（内国株式）,その他製品,,,0,0,0,0,0,0,0,0,0,0,0,0,102
7994,オカムラ,プライム（内国株式）,その他製品,104,2,0,0,0,0,0,52,0,0,0,0,0,52,2343
7995,バルカー,プライム（内国株式）,化学,150,2,0,0,0,0,0,75,0,0,0,0,0,75,6990
7997,くろがね工作所,スタンダード（内国株式）,その他製品,40,1,0,40,0,0,0,0,0,0,0,0,0,0,1053
8001,伊藤忠商事,プライム（内国株式）,卸売業,42,2,0,0,0,0,0,21,0,0,0,0,0,21,2078
8002,丸紅,プライム（内国株式）,卸売業,107.5,2,0,0,0,0,0,53.75,0,0,0,0,0,53.75,4972
8005,スクロール,プライム（内国株式）,小売業,59,2,0,0,0,0,0,29.5,0,0,0,0,0,29.5,1875
8006,ユアサ・フナショク,スタンダード（内国株式）,卸売業,33,1,0,0,0,0,0,33,0,0,0,0,0,0,1578
8007,高島,プライム（内国株式）,卸売業,45,2,0,0,0,0,0,22.5,0,0,0,0,0,22.5,802
8008,ヨンドシーホールディングス,プライム（内国株式）,小売業,83,2,0,0,0,0,41.5,0,0,0,0,0,41.5,0,2085
8011,三陽商会,プライム（内国株式）,繊維製品,139,2,0,0,0,0,69.5,0,0,0,0,0,69.5,0,5490
8012,長瀬産業,プライム（内国株式）,卸売業,100,2,0,0,0,0,0,50,0,0,0,0,0,50,1258
8013,ナイガイ,スタンダード（内国株式）,繊維製品,,,0,0,0,0,0,0,0,0,0,0,0,0,350
8014,蝶理,プライム（内国株式）,卸売業,147,2,0,0,0,0,0,73.5,0,0,0,0,0,73.5,4140
8015,豊田通商,プライム（内国株式）,卸売業,120,2,0,0,0,0,0,60,0,0,0,0,0,60,7198
8016,オンワードホールディングス,プライム（内国株式）,繊維製品,30,2,0,0,0,0,15,0,0,0,0,0,15,0,767
8018,三共生興,スタンダード（内国株式）,卸売業,27,2,0,0,0,0,0,13.5,0,0,0,0,0,13.5,836
8020,兼松,プライム（内国株式）,卸売業,45.88,2,0,0,0,0,0,22.94,0,0,0,0,0,22.94,2184
8022,美津濃,プライム（内国株式）,その他製品,43.33,2,0,0,0,0,0,21.665,0,0,0,0,0,21.665,4175
8023,ＤＡＩＫＯ　ＸＴＥＣＨ,スタンダード（内国株式）,情報・通信業,36,2,0,0,0,0,0,18,0,0,0,0,0,18,1029
8025,ツカモトコーポレーション,スタンダード（内国株式）,卸売業,30,1,0,0,0,0,0,30,0,0,0,0,0,0,1329
8029,ルックホールディングス,スタンダード（内国株式）,繊維製品,100,1,0,0,100,0,0,0,0,0,0,0,0,0,2584
8030,中央魚類,スタンダード（内国株式）,卸売業,120,1,0,0,0,0,0,120,0,0,0,0,0,0,3630
8031,三井物産,プライム（内国株式）,卸売業,115,2,0,0,0,0,0,57.5,0,0,0,0,0,57.5,4894
