code,dividend,count,record_months,fetched_date,monthly,source
2565,42.0,6,,2026-08-15,0;7;0;11;0;4;0;6;0;10;0;4,yfinance
2566,48.0,4,,2026-08-15,11;0;0;14;0;0;10;0;0;13;0;0,yfinance
2567,8.7,2,,2026-08-15,0;4.2;0;0;0;0;0;4.5;0;0;0;0,yfinance
2568,16.0,2,,2026-08-15,7;0;0;0;0;0;9;0;0;0;0;0,yfinance
2569,11.0,2,,2026-08-15,5;0;0;0;0;0;6;0;0;0;0;0,yfinance
257A,24.0,2,,2026-08-15,11;0;0;0;0;0;13;0;0;0;0;0,yfinance
258A,98.0,2,,2026-08-15,53;0;0;0;0;0;45;0;0;0;0;0,yfinance
2620,10.1,4,,2026-08-15,2.5;0;0;2.4;0;0;2.6;0;0;2.6;0;0,yfinance
2621,48.0,4,,2026-08-15,12;0;0;12;0;0;12;0;0;12;0;0,yfinance
2622,78.0,4,,2026-08-15,19;0;0;19;0;0;20;0;0;20;0;0,yfinance
2623,97.0,2,,2026-08-16,0;0;0;45;0;0;0;0;0;52;0;0,yfinance
2624,76.0,4,,2026-08-16,4;0;0;37;0;0;4;0;0;31;0;0,yfinance
2625,74.0,4,,2026-08-16,4;0;0;35;0;0;6;0;0;29;0;0,yfinance
2626,23.0,2,,2026-08-16,5;0;0;0;0;0;18;0;0;0;0;0,yfinance
2627,18.0,2,,2026-08-16,11;0;0;0;0;0;7;0;0;0;0;0,yfinance
2630,142.0,2,,2026-08-16,0;0;0;0;0;72;0;0;0;0;0;70,yfinance
2631,96.0,2,,2026-08-16,0;0;0;0;0;49;0;0;0;0;0;47,yfinance
2632,65.0,2,,2026-08-16,0;0;0;0;0;31;0;0;0;0;0;34,yfinance
2633,4.6,2,,2026-08-16,0;0;2.4;0;0;0;0;0;2.2;0;0;0,yfinance
2634,30.2,2,,2026-08-16,0;0;15;0;0;0;0;0;15.2;0;0;0,yfinance
2636,56.0,2,,2026-08-16,0;0;35;0;0;0;0;0;21;0;0;0,yfinance
2637,28.0,2,,2026-08-16,0;0;12;0;0;0;0;0;16;0;0;0,yfinance
2638,4.0,2,,2026-08-16,0;0;0;0;0;3;0;0;0;0;0;1,yfinance
2639,56.0,2,,2026-08-16,0;0;0;0;0;52;0;0;0;0;0;4,yfinance
2640,58.0,2,,2026-08-16,0;0;0;0;0;54;0;0;0;0;0;4,yfinance
2641,70.0,2,,2026-08-16,0;0;0;0;0;36;0;0;0;0;0;34,yfinance
2642,954.0,2,,2026-08-16,429;0;0;0;0;0;525;0;0;0;0;0,yfinance
2643,63.0,2,,2026-08-16,0;0;0;32;0;0;0;0;0;31;0;0,yfinance
2644,22.0,2,,2026-08-16,0;0;0;12;0;0;0;0;0;10;0;0,yfinance
2645,22.0,2,,2026-08-16,0;0;0;19;0;0;0;0;0;3;0;0,yfinance
2646,51.0,2,,2026-08-16,0;0;0;33;0;0;0;0;0;18;0;0,yfinance
2647,211.9,4,,2026-08-16,0;0;51;0;0;56;0;0;55.9;0;0;49,yfinance
2648,140.3,4,,2026-08-16,0;0;34;0;0;36;0;0;34.3;0;0;36,yfinance
2649,25.299999999999997,4,,2026-08-16,6.4;0;0;6.2;0;0;6.1;0;0;6.6;0;0,yfinance
273A,304.0,2,,2026-08-16,0;0;66;0;0;0;0;0;238;0;0;0,yfinance
282A,10.0,2,,2026-08-16,0;0;0;0;5;0;0;0;0;0;5;0,yfinance
2836,48.0,2,,2026-08-16,0;0;0;0;0;25;0;0;0;0;0;23,yfinance
2837,36.0,2,,2026-08-16,0;0;0;0;0;23;0;0;0;0;0;13,yfinance
2838,358.0,4,,2026-08-16,0;58;0;0;93;0;0;96;0;0;111;0,yfinance
2839,196.0,4,,2026-08-16,0;42;0;0;53;0;0;46;0;0;55;0,yfinance
283A,11.0,4,,2026-08-16,0;3;0;0;3;0;0;3;0;0;2;0,yfinance
2840,9.0,2,,2026-08-16,0;0;4;0;0;0;0;0;5;0;0;0,yfinance
2841,5.0,2,,2026-08-16,0;0;3;0;0;0;0;0;2;0;0;0,yfinance
2843,138.0,4,,2026-08-16,0;35;0;0;37;0;0;34;0;0;32;0,yfinance
2844,287.0,4,,2026-08-16,0;70;0;0;77;0;0;80;0;0;60;0,yfinance
2845,10.0,2,,2026-08-16,0;5;0;0;0;0;0;5;0;0;0;0,yfinance
2846,22.0,2,,2026-08-16,0;12;0;0;0;0;0;10;0;0;0;0,yfinance
2847,33.0,2,,2026-08-16,0;0;0;18;0;0;0;0;0;15;0;0,yfinance
2848,45.0,2,,2026-08-16,0;0;0;24;0;0;0;0;0;21;0;0,yfinance
2849,133.0,4,,2026-08-16,8;0;0;72;0;0;9;0;0;44;0;0,yfinance
2851,6.1,2,,2026-08-16,0;2.9;0;0;0;0;0;3.2;0;0;0;0,yfinance
2852,7.8999999999999995,4,,2026-08-16,0;2.1;0;0;2.5;0;0;1.3;0;0;2;0,yfinance
2853,17.700000000000003,4,,2026-08-16,4.4;0;0;4.4;0;0;4.5;0;0;4.4;0;0,yfinance
2854,18.0,2,,2026-08-16,0;0;0;9;0;0;0;0;0;9;0;0,yfinance
2855,42.0,6,,2026-08-16,0;6;0;10;0;6;0;5;0;9;0;6,yfinance
2856,22.2,4,,2026-08-16,5.6;0;0;5.5;0;0;5.7;0;0;5.4;0;0,yfinance
2857,12.5,4,,2026-08-16,2.7;0;0;3.1;0;0;3.3;0;0;3.4;0;0,yfinance
2858,20.0,2,,2026-08-16,0;0;0;2;0;0;0;0;0;18;0;0,yfinance
2859,52.0,2,,2026-08-16,0;0;0;0;0;42;0;0;0;0;0;10,yfinance
2860,44.0,1,,2026-08-16,0;0;0;0;0;44;0;0;0;0;0;0,yfinance
2861,230.0,4,,2026-08-09,0;60;0;0;65;0;0;51;0;0;54;0,yfinance
2862,117.0,4,,2026-08-09,0;29;0;0;29;0;0;29;0;0;30;0,yfinance
2864,32.0,6,,2026-08-09,0;5;0;7;0;4;0;6;0;6;0;4,yfinance
2865,127.0,12,,2026-08-09,11;10;11;12;11;11;12;9;9;11;10;10,yfinance
2866,56.0,12,,2026-08-09,4;5;5;5;4;5;5;4;5;4;5;5,yfinance
2867,3.0,1,,2026-08-09,0;0;0;0;0;0;0;0;3;0;0;0,yfinance
2868,100.0,12,,2026-08-09,7;8;8;11;8;10;9;7;6;7;9;10,yfinance
2869,9.92,2,,2026-08-09,0;0;4.36;0;0;0;0;0;5.56;0;0;0,yfinance
2870,38.0,2,,2026-08-09,0;0;20;0;0;0;0;0;18;0;0;0,yfinance
294A,63.0,2,,2026-08-09,45;0;0;0;0;0;18;0;0;0;0;0,yfinance
295A,248.0,2,,2026-08-09,0;0;0;54;0;0;0;0;0;194;0;0,yfinance
2971,7145.0,2,,2026-08-09,3615;0;0;0;0;0;3530;0;0;0;0;0,yfinance
2972,2361.0,1,,2026-08-09,0;0;0;0;0;0;0;2361;0;0;0;0,yfinance
2979,5782.0,2,,2026-08-09,0;0;0;0;2708;0;0;0;0;0;3074;0,yfinance
2989,6556.0,2,,2026-08-09,3326;0;0;0;0;0;3230;0;0;0;0;0,yfinance
313A,0.1,1,,2026-08-09,0;0.1;0;0;0;0;0;0;0;0;0;0,yfinance
315A,40.0,2,,2026-08-09,0;0;0;25;0;0;0;0;0;15;0;0,yfinance
3226,4729.0,2,,2026-08-09,0;2405;0;0;0;0;0;2324;0;0;0;0,yfinance
3234,6200.0,2,,2026-08-09,3100;0;0;0;0;0;3100;0;0;0;0;0,yfinance
3249,8506.0,2,,2026-08-09,4506;0;0;0;0;0;4000;0;0;0;0;0,yfinance
3269,6382.0,2,,2026-08-09,3220;0;0;0;0;0;3162;0;0;0;0;0,yfinance
3279,6317.0,2,,2026-08-09,0;0;0;0;3204;0;0;0;0;0;3113;0,yfinance
3281,7042.0,2,,2026-08-09,0;3399;0;0;0;0;0;3643;0;0;0;0,yfinance
3282,4136.3333,2,,2026-08-09,2038.3333;0;0;0;0;0;2098;0;0;0;0;0,yfinance
3283,3848.0,2,,2026-08-09,0;0;0;0;1928;0;0;0;0;0;1920;0,yfinance
3287,12909.0,2,,2026-08-09,0;0;0;6832;0;0;0;0;0;6077;0;0,yfinance
328A,48.0,2,,2026-08-09,0;5;0;0;0;0;0;43;0;0;0;0,yfinance
3290,5162.3333,2,,2026-08-09,0;2386;0;0;0;0;0;2776.3333;0;0;0;0,yfinance
3292,6790.0,2,,2026-08-09,3400;0;0;0;0;0;3390;0;0;0;0;0,yfinance
3295,8050.0,2,,2026-08-09,0;4050;0;0;0;0;0;4000;0;0;0;0,yfinance
3296,4856.0,2,,2026-08-09,0;0;0;0;0;2423;0;0;0;0;0;2433,yfinance
3309,2329.0,1,,2026-08-09,0;0;0;0;0;0;0;0;0;2329;0;0,yfinance
3451,7801.0,2,,2026-08-09,0;0;0;3926;0;0;0;0;0;3875;0;0,yfinance
3455,6446.0,2,,2026-08-09,3286;0;0;0;0;0;3160;0;0;0;0;0,yfinance
3459,5975.0,2,,2026-08-09,3604;0;0;0;0;0;2371;0;0;0;0;0,yfinance
3462,7176.0,2,,2026-08-09,0;3634;0;0;0;0;0;3542;0;0;0;0,yfinance
3463,7702.0,2,,2026-08-09,4136;0;0;0;0;0;3566;0;0;0;0;0,yfinance
3466,7635.0,2,,2026-08-04,0;3725;0;0;0;0;0;3910;0;0;0;0,yfinance
3468,3419.0,2,,2026-08-09,1769;0;0;0;0;0;1650;0;0;0;0;0,yfinance
3470,6707.0,2,,2026-08-09,0;0;0;0;0;3501;0;0;0;0;0;3206,yfinance
3471,5778.0,2,,2026-08-10,3275;0;0;0;0;0;2503;0;0;0;0;0,yfinance
3472,2478.0,1,,2026-08-10,0;0;0;0;0;0;0;0;0;0;2478;0,yfinance
3476,2638.0,2,,2026-08-10,0;0;0;1349;0;0;0;0;0;1289;0;0,yfinance
3481,5664.0,2,,2026-08-10,0;2835;0;0;0;0;0;2829;0;0;0;0,yfinance
3487,7726.0,2,,2026-08-10,0;0;0;0;0;3843;0;0;0;0;0;3883,yfinance
3488,6464.0,2,,2026-08-10,0;3238;0;0;0;0;0;3226;0;0;0;0,yfinance
348A,5.4,2,,2026-08-10,1.8;0;0;0;0;0;3.6;0;0;0;0;0,yfinance
